,Date,City,State,Country,Type,Seconds,Duration,Description,Date added,Lat,Lon
39841,4/30/2002 21:45,kelowna (canada),bc,ca,other,60,1 minute,Delta or &#39V&#39 shaped object&#44 moving silently&#44 unlit aside from surrounding light sources moving south to north,5/14/2002,49.9,-119.483333
39844,4/30/2003 02:30,vancouver (canada),bc,ca,triangle,3600,1 hour,green/blue and red lights&#44 object was moving extremely fast and sporadic. (dipping and left to right),5/2/2003,49.25,-123.13333300000001
39848,4/30/2003 21:45,terrace (canada),bc,ca,light,2400,40 minute event,HBCCUFO CANADIAN REPORT:  17 objects all over the sky,5/2/2003,54.5,-128.583333
39991,4/3/2001 02:00,vancouver (canada),bc,ca,light,5400,1.5 hours,Over a hundred UFO&#39s flying the skys of Cancun&#44 Mexico.,4/28/2001,49.25,-123.13333300000001
40003,4/3/2003 22:55,terrace (canada),bc,ca,cross,9,approx: 9 seconds,HBCCUFO CANADIAN REPORT:  Flying cross with panels of lights on the underside.,4/22/2003,54.5,-128.583333
40162,4/4/2004 00:00,new westminster (canada),bc,ca,other,2,approx. 2 seconds,HBCCUFO CANADIAN REPORT:   Shape: cigar shaped  Desc.:  Sighting: Sitting on my balcony when appeared horizontally traveling south to,4/27/2004,49.216667,-122.91666699999999
40177,4/4/2004 23:59,new westminster (canada),bc,ca,other,2,1-2 sec,2 red fireballs with yellow tails travelling parallel across the sky for about 2 seconds then disappeared,4/9/2004,49.216667,-122.91666699999999
40188,4/4/2006 20:23,vancouver (canada),bc,ca,triangle,7200,2 hrs,triangle objects hoovered  an hour&#44flashing red&#44 blue sometimes green lights&#44 then it gradually moved. ((NUFORC Note:  Star??)),5/15/2006,49.25,-123.13333300000001
40190,4/4/2006 21:22,richmond (canada),bc,ca,triangle,6,6 seconds,Triangular object travelling at very high speed with three light with no audiable sound = UFO?,5/15/2006,45.666667,-72.15
40471,4/6/1992 11:30,port alberni (canada),bc,ca,sphere,60,1 minute,On this particular day I was working in the garden at a cabin on Sterling Arm&#44 Sproat Lake&#44Port Alberni&#44 B.C.. I was busy digging a hol,6/4/2004,49.233333,-124.8
40496,4/6/2001 22:30,vancouver (canada),bc,ca,circle,3600,1 hour,Large circular energy mass moving slowly across horizon,4/28/2001,49.25,-123.13333300000001
40497,4/6/2002 06:45,clinton (canada),bc,ca,disk,120,approx: 2 minutes,HBCCUFO CANADIAN REPORT:  Witness has encounter with two saucers.,11/26/2003,43.6,-81.533333
40672,4/7/2004 21:45,surrey (canada),bc,ca,triangle,4,4 seconds,Three lights in triangle shape,4/9/2004,49.13635335,-122.8213433
40825,4/8/2003 23:30,cranbrook (canada),bc,ca,other,3600,1hr,it was hovering and rotating,4/22/2003,49.516667,-115.766667
40827,4/8/2004 00:30,grand forks (60 km north of) (arrow lakes) (canada),bc,ca,diamond,2400,40.00 min,Two bright orange diamond UFO&#39s over the Burrell Creek and Arrow Lake drainages British Columbia.,4/27/2004,49.05,-118.46666699999999
40844,4/8/2004 23:00,vernon (canada),bc,ca,other,3,approx: 3 seconds,HBCCUFO CANADIAN REPORT:  Object was gold with red underneath.,4/27/2004,46.183333,-62.88333299999999
40846,4/8/2004 23:20,smithers (canada),bc,ca,light,45,approx: 45 seconds.,HBCCUFO CANADIAN REPORT:  Pink Spherical Shaped Object.,5/4/2004,54.766667,-127.16666699999999
41038,4/9/2007 13:30,north vancouver (canada),bc,ca,disk,300,5 minutes,Flying disc that rotated slowly&#44 was caught on tape.,4/27/2007,49.316667,-123.066667
41144,5/10/1964 19:00,vancouver (canada),bc,ca,,900,15 minutes,When I was babysitting my brother and sister in Vancouver we heard a sound that was loud and deep-so loud we ran outside to find the so,4/27/2007,49.25,-123.13333300000001
41222,5/10/2003 22:55,terrace (canada),bc,ca,light,15,15 seconds,HBCCUFO CANADIAN REPORT:  The light was rather bright and traveling quickly.,5/27/2003,54.5,-128.583333
41233,5/10/2004 20:00,delta (canada),bc,ca,triangle,300,5 mins,triangular shape (grey-black colour) with 3 stars of a whitish hue on each tip&#44 one  star larger than the other 2. hovering&#44 floating.,6/4/2004,50.183333,-98.31666700000001
41301,5/10/2011 17:15,vernon (canada),bc,ca,circle,2700,~45 minutes,Circular Object over Vernon&#44 BC May10/11,5/12/2011,46.183333,-62.88333299999999
41669,5/1/2003 22:30,chilliwack (canada),bc,ca,light,900,15 minutes,Red light and bright white flash seen to the West,5/2/2003,49.166667,-121.95
41708,5/1/2006 23:35,victoria (canada),bc,ca,light,60,1 min,I was having a smoke at about 11:35 PM and looked in the sky and noticed a very bright light and thought it was a plane.It was not movi,5/15/2006,46.216667,-63.483332999999995
41951,5/12/2011 22:00,courtenay (canada),bc,ca,oval,3000,hours,((HOAX??))  my friend and I were outside I said to him that is a funny star I never seen it there before.,8/21/2011,49.683333,-125.0
41987,5/12/2012 23:00,victoria (colwood) (canada),bc,ca,light,45,35 to 45 seconds,Two blue lights travel over ocean from Esquimalt Lagoon Colwood making no noise or water disturbance at high speed to the USA.,5/13/2012,46.216667,-63.483332999999995
42003,5/13/1991 22:00,sechelt (canada),bc,ca,disk,180,2-3 minutes,You spend a good part of your life a non-believer&#44 until one day you see something that will change your view forever&#33&#33,2/5/2003,49.466667,-123.766667
42058,5/13/2003 23:35,terrace (canada),bc,ca,other,10,10 seconds,HBCCUFO CANADIAN REPORT:  Ring of colored lights with dark round object in the center.,5/27/2003,54.5,-128.583333
42070,5/13/2004 23:15,prince george (canada),bc,ca,other,240,4 minutes,HBCCUFO CANADIAN REPORT:  Objects cross paths.,6/4/2004,53.916667,-122.766667
42478,5/15/2000 23:45,vancouver (canada),bc,ca,chevron,90,1.5 minutes,Clear and close  look at unknown flying craft,12/2/2000,49.25,-123.13333300000001
42508,5/15/2003 03:00,kimberley (canada),bc,ca,light,60,appox: 1 minute,HBCCUFO CANADIAN REPORT:  3:00 a.m. to a bright yet soft orange/amber light shining in our bedroom window.,8/28/2003,49.683333,-115.983333
42622,5/15/2008 23:43,coquitlam (canada),bc,ca,circle,5,5 seconds,Two orange circular objects were flying side by side very fast&#44 did a circle around each other and vanished,6/12/2008,49.266667,-122.78333300000001
42723,5/16/2002 08:58,vancouver (canada),bc,ca,light,120,2 min,8:58 am white object high in the sky moving slowly in a smooth eliptical pattern&#44 slowing down and speeding up.,6/12/2002,49.25,-123.13333300000001
42797,5/16/2011 22:05,vancouver (canada),bc,ca,triangle,600,for ten minutes,((HOAX??))  I was look out side my window when I saw 3 lights floating outside&#44 all of them where yellow&#44 and in a triangle formation,3/13/2012,49.25,-123.13333300000001
43007,5/18/2004 22:35,victoria (canada),bc,ca,light,40,30 to 40 seconds,HBCCUFO CANADIAN REPORT:  3  bright round objects.,6/4/2004,46.216667,-63.483332999999995
43237,5/19/2012 16:00,creston (canada),bc,ca,circle,30,30 seconds,((LENS FLARES))  I was taking photos of the sky&#44 not knowing what I had caught until I obseverd them weeks later&#33 A blue glowing glob&#44,6/5/2012,49.1,-116.516667
43515,5/21/1998 10:30,penticton (canada),bc,ca,flash,30,30 seconds+,saw 3 lights blink on in sky. Two shot away and dimmed out&#44 third shot across horison.,12/2/2000,49.5,-119.58333300000001
43671,5/2/2001 00:02,vancouver (canada),bc,ca,light,30,30 seconds,3 lights travelling very fast with the 2 on the side keeping very haphazzard courses,7/26/2002,49.25,-123.13333300000001
43704,5/2/2006 05:12,abbotsford (canada),bc,ca,disk,600,10 minutes,Slow moving &quot;Saturn&quot; like saucer witnessed over Mission&#44 BC from Central/Western Abbotsford,5/15/2006,45.433333,-72.883333
44016,5/23/2007 22:50,kelowna (canada),bc,ca,other,20,20 seconds,there were two dimly lit lights either of amber or orange - but very muted in scope of illumination and color.  it&#39s flight pattern was,6/12/2007,49.9,-119.483333
44083,5/24/1990 12:51,kamloops (canada),bc,ca,triangle,85,1:25,It was witnessed by one group&#44 then as it was pointed out a seperate group acknowledged the situation.,9/2/2005,50.666667,-120.33333300000001
44149,5/24/2008 23:22,victoria (canada),bc,ca,formation,15,15 seconds,Group of illuminated lights over Victoria&#44 BC,6/12/2008,46.216667,-63.483332999999995
44172,5/24/2009 23:30,chilliwack (canada),bc,ca,triangle,420,5-7 minutes,Large triangles with yellowish-red dots at the corners twisting into the sky,6/9/2009,49.166667,-121.95
44290,5/25/2008 14:00,campbell river (canada),bc,ca,disk,600,10 minutes,In backyard on clear blue day&#44 hovering disk above my house&#44 run inside to grab camera&#44 come back out 5 seconds later and its gone&#44 no.,5/15/2013,50.016667,-125.25
44350,5/25/2013 03:30,new westminster (canada),bc,ca,unknown,15,15 seconds (?),Odd moving bright light over New westminster,6/2/2013,49.216667,-122.91666699999999
44478,5/26/2012 02:45,kelowna (canada),bc,ca,,3600,1 hour,Many flying objects we sighted.,5/29/2012,49.9,-119.483333
44610,5/27/2007 01:00,kimberley (canada),bc,ca,unknown,600,about 10 min,Moving light with spark spray near Kimberley BC,6/12/2007,49.683333,-115.983333
44733,5/28/2005 03:05,cranbrook (canada),bc,ca,unknown,600,10 minutes,A triangular shaped object came in from the west and took something away.,6/20/2005,49.516667,-115.766667
44752,5/28/2007 00:30,chilliwack (canada),bc,ca,triangle,60,1 mins,Triangular&#44 30ft wide&#44 low floating over chilliwack city at night&#44 no lights&#44 no sound&#44 translucent white; moved circle &amp; straight,6/12/2007,49.166667,-121.95
44912,5/29/2007 10:00,victoria (canada),bc,ca,triangle,180,3minutes,massive black triagle flew  200&#39 over my house&#33,10/8/2007,46.216667,-63.483332999999995
44933,5/29/2009 16:30,victoria (canada),bc,ca,disk,480,7-8 minutes,Metallic saucer puts on a show in plain view &#44 broad daylight in busy populated area.,10/30/2012,46.216667,-63.483332999999995
45178,5/31/2003 23:00,houston (canada),bc,ca,light,6,5 to 6 seconds,HBCCUFO CANADIAN REPORT:  Large bright white light.,6/10/2003,54.4,-126.65
45467,5/4/2000 20:15,kamloops (canada),bc,ca,triangle,300,5min,from my porch I saw a triangular formation of 4 lights&#44 3 on the corners of the triangle and 1 large light in the middle.it hovered aro,12/2/2000,50.666667,-120.33333300000001
45496,5/4/2004 21:30,delta (canada),bc,ca,diamond,60,1 min,Stranger square-shaped craft over Delta&#44 B.C.,6/12/2007,50.183333,-98.31666700000001
45697,5/5/2004 22:05,vancouver (canada),bc,ca,unknown,10,10 seconds,craft in the distant sky that seemed to be descending&#44 could have been a plane.,5/10/2004,49.25,-123.13333300000001
45795,5/5/2012 21:45,surrey (canada),bc,ca,other,6,6 seconds,Crescent shaped&#44 translucent...smooth moving.,5/13/2012,49.13635335,-122.8213433
45861,5/6/2000 21:18,kamloops (canada),bc,ca,triangle,1800,30min,a triangular shaped ufo with lights on each side&#44and a giant white light in the middle,12/2/2000,50.666667,-120.33333300000001
46013,5/7/1995 10:00,surrey (canada),bc,ca,other,3,3 seconds,I was looking at the clouds and just over these distant mountains I saw a sliver colored craft. It looked like a hazey straight line,12/2/2000,49.13635335,-122.8213433
46180,5/8/2000 21:05,kamloops (canada),bc,ca,triangle,600,10min,these crafts had a light on each side and a big one in the middle. they came out of a larger triangle then spread out and hovered more,12/2/2000,50.666667,-120.33333300000001
46341,5/9/2003 22:35,terrace (canada),bc,ca,light,8,8 seconds,HBCCUFO CANADIAN REPORT:  Light grew to double the size on the moon.,5/27/2003,54.5,-128.583333
46607,6/10/2007 19:17,kelowna (canada),bc,ca,circle,120,2 minutes,Viewed a very shinny round object flying  north at 17:17 on 10 June 2007,6/12/2007,49.9,-119.483333
46695,6/11/1953 11:00,vancouver (canada),bc,ca,disk,30,30 seconds,Six year old witness was sitting on front lawn enjoying sun. Opened eyes and turned head to see med grey disklike object hovering over,12/2/2000,49.25,-123.13333300000001
46919,6/1/1960 16:00,victoria (canada),bc,ca,disk,2,seconds,I was a teenager&#44 15 or 16 years old&#44 at the time of the sighting.  I was standing at a bus stop&#44 in the late afternoon.,5/15/2013,46.216667,-63.483332999999995
47042,6/1/1969 22:00,surrey (canada),bc,ca,other,2100,35 min,4 lites very far apart went from one part of the sky to the other fast,12/2/2000,49.13635335,-122.8213433
47146,6/1/1975 20:00,surrey (canada),bc,ca,light,120,2 minutes,Date and time is an estimate. I was 15 years old at the time&#44 we were walking down the street looking into the sky. The discription as,4/28/2001,49.13635335,-122.8213433
47205,6/1/1977 03:00,nanaimo (canada),bc,ca,light,900,5-15 min,looked out of a window and saw 5 flashing lights in a straght line steam was coming straght up from them then a while later they disape,12/2/2000,49.15,-123.91666699999999
47700,6/1/1998 13:00,nanaimo (canada),bc,ca,sphere,180,3 min.,I really need a responce to my email please... Its very Important to me...,2/1/2007,49.15,-123.91666699999999
47706,6/1/1998 17:00,victoria (canada),bc,ca,light,60,1 minute,Silent Red Ball of light.,5/15/2006,46.216667,-63.483332999999995
47881,6/1/2007 21:00,victoria (canada),bc,ca,oval,300,5 min,9pm&#44 June 1st&#44 2007&#44 Victoria&#44 BC&#44 dark spherical object approaching from the west&#44 following 2 jets&#44 chased by a third jet.,6/12/2007,46.216667,-63.483332999999995
48023,6/12/1995 22:00,kelowna (canada),bc,ca,triangle,3,3 sec,triangle  3 lights,9/2/2005,49.9,-119.483333
48026,6/12/1996 06:00,vancouver (canada),bc,ca,disk,300,2-5 mins,i was leaving work and was sitting in the front passenger seat of my co workers vehicle when i noticed on the horizon a disk moving abo,3/31/2008,49.25,-123.13333300000001
48060,6/12/2001 22:00,kaslo (canada),bc,ca,triangle,35,35 seconds,I was siting in my back yard staring at the stars a triangle thing in the sky moved it a square dissapearing everytime then showing up,5/9/2003,49.916667,-116.91666699999999
48444,6/14/2005 23:20,nanaimo (canada),bc,ca,other,120,approx2 minutes,after examination of photo I noticed a greenish oval and line through it like a flash,6/20/2005,49.15,-123.91666699999999
48569,6/15/1946 14:00,burnaby (canada),bc,ca,cigar,900,15 min,I was six at the time&#44My mother and brother saw them as well. They were not moving&#44just stayed cloce to a cloud after which they starte,11/2/2004,49.25,-122.95
48626,6/15/1963 21:00,nanaimo (canada),bc,ca,disk,3600,approx. 1 hr.,Unidentifiable Elipitcal object,7/30/2002,49.15,-123.91666699999999
48705,6/15/1970 15:00,vancouver (canada),bc,ca,disk,300,5min,Disc in sky,3/21/2003,49.25,-123.13333300000001
48725,6/15/1973 15:00,vancouver (canada),bc,ca,disk,210,3.5 minutes,witnessed a disk shaped craft approximately two hundred feet of the ground,6/12/2008,49.25,-123.13333300000001
48938,6/15/1986 11:00,merritt (near; rural) (canada),bc,ca,unknown,20,20 seconds,Silvery dot makes two fast jumps before disappearing behind mountains.,10/11/2005,50.116667,-120.78333300000001
49079,6/15/1996 22:00,surrey (canada),bc,ca,light,1200,15-20 minutes,Five bright lights in the sky flying in various formations for about 20 minutes.,2/25/2003,49.13635335,-122.8213433
49166,6/15/2000 01:00,vancouver (canada),bc,ca,triangle,3,3 seconds,3 boomerang shaped lights moving sighlently across the night sky in a triangular formation.,2/22/2002,49.25,-123.13333300000001
49190,6/15/2001 04:00,vancouver (canada),bc,ca,light,60,1 minute,Low flying silent light&#44 takes off fast after 30-40 seconds of watching.,3/23/2004,49.25,-123.13333300000001
49236,6/15/2002 22:30,victoria (canada),bc,ca,other,10,8-10 seconds,looked like a small shuttle craft very vivid close up .,2/25/2003,46.216667,-63.483332999999995
49276,6/15/2004 21:30,nanaimo (canada),bc,ca,unknown,60,1 minute,So Betty and I head off to Overwaitea at Country Club tonight about 9;20 pm. As I come to the end of Forest and Merrideth&#44 and look up,7/25/2004,49.15,-123.91666699999999
49490,6/16/1999 23:40,courtenay (canada),bc,ca,light,1800,30 mins,Object first thought to be a satellite stopped its forward motion&#44 turned some circles&#44 possibly had an &quot;engagement&quot; with another craft,12/2/2000,49.683333,-125.0
49496,6/16/2000 22:10,vancouver (canada),bc,ca,light,600,10+ minute,Bright light hovering low between Vancouver&#44 BC and US Border,12/2/2000,49.25,-123.13333300000001
49505,6/16/2001 23:46,squamish (canada),bc,ca,changing,180,2 or 3 minutes,One white hot explosion&#44 two light objects connect then vanish in Canada.,8/5/2001,49.7,-123.15
49516,6/16/2003 23:05,vancouver (canada),bc,ca,light,12,12 seconds,HBCCUFO CANADIAN REPORT:  I saw a single blue light traveling very slow towards the east,7/16/2003,49.25,-123.13333300000001
49547,6/16/2006 23:00,prince george (canada),bc,ca,light,7200,2 hours,The first one I dismissed for a brief moment&#44 it was extremely bright&#44 I thought it was planet (Venus or Mars perhaps) then it blinked,7/16/2006,53.916667,-122.766667
49677,6/17/1998 02:00,kamloops (canada),bc,ca,cylinder,10,approx: 10 sec.,HBCCUFO CANADIAN REPORT:  A cylinder shaped illuminated craft flew over my head.,8/1/2003,50.666667,-120.33333300000001
49715,6/17/2003 16:00,langley (canada),bc,ca,cylinder,30,30 seconds,short cylindrical floating object,7/16/2003,49.1,-122.65
49854,6/18/1996 21:00,victoria (canada),bc,ca,other,300,5 miutes,Hot june night&#44out watching stars.I noticed what looked like two lights moving like they were at the end of a birds wings(bobbing up an,2/18/2001,46.216667,-63.483332999999995
49857,6/18/1998 23:05,victoria (canada),bc,ca,light,25,25 sec,from west to east &#44 high in sky&#4420% less bright than venus&#4425 sec to traverse one third of sky&#44no change of direction&#44no sound,12/2/2000,46.216667,-63.483332999999995
50168,6/19/2007 23:10,trail (canada),bc,ca,unknown,15,5-15 seconds,Trail BC UFO: Large&#44 fast object heard fly over Trail BC&#44  close to ground&#44 Officials deny involvment&#44 Multiple witnesses.,8/7/2007,49.1,-117.71666699999999
50193,6/19/2010 03:41,vancouver (canada),bc,ca,light,600,10 minutes,Two objects just hovering&#44 one over the rocky mountains the other high above the city. Glowing spheres Movements are quick north to sou,6/23/2010,49.25,-123.13333300000001
50321,6/20/1996 12:12,prince rupert (canada),bc,ca,,300,5 min,Man takes 4 photos and video of &quot;parachute&quot; shaped object receding slowly to NW.,12/2/2000,54.316667,-130.333333
50322,6/20/1996 12:12,prince rupert (canada),bc,ca,other,180,3-min.,I&#39am submitting two UFO reports from two different places that have the same shape and colour as my ufo that i took on June 20th.1996.,3/19/2002,54.316667,-130.333333
50323,6/20/1996 15:30,surrey (canada),bc,ca,other,1800,30 minutes plus,Strange Planes That Changed Shape And Appear To Be Interdimensional,12/12/2011,49.13635335,-122.8213433
50613,6/21/2001 01:30,west vancouver (canada),bc,ca,triangle,5,5 seconds,dark red trianular shape with a bright white rectanular shape in the middle of underbelly,8/5/2001,49.25,-123.13333300000001
50644,6/21/2004 23:15,ladysmith (canada),bc,ca,unknown,120,2 minutes,Fast Star light craft heading south&#44 erratic movement including zig zag&#44 90 degree turns and shar curves,7/8/2004,48.983333,-123.816667
50668,6/21/2007 22:21,coquitlam (canada),bc,ca,circle,30,30 seconds,BRIGHT CIRCULAR SHAPED OBJECT IN SKY OVER COQUITLAM,8/7/2007,49.266667,-122.78333300000001
50817,6/2/2004 02:00,vancouver (canada),bc,ca,,30,30 seconds,the strange lights on our balcony,6/18/2004,49.25,-123.13333300000001
51054,6/22/2008 23:00,vancouver (canada),bc,ca,oval,30,30 secs,((HOAX))  i seen 2 ufos,7/5/2008,49.25,-123.13333300000001
51125,6/22/2013 17:45,victoria (canada),bc,ca,circle,600,10 minutes,I was lying in the grass Near the harbour today&#44 It was a sunny day with blue skies above then I noticed one large bright white ball ho,7/3/2013,46.216667,-63.483332999999995
51200,6/23/2000 00:30,victoria (canada),bc,ca,unknown,10,10 seconds,Burning ufo,12/2/2000,46.216667,-63.483332999999995
51267,6/23/2006 22:40,victoria (canada),bc,ca,diamond,120,2 minutes,Big diamond shaped object outlined by white lights gliding through the night sky.,1/12/2012,46.216667,-63.483332999999995
51453,6/24/2003 10:20,terrace (canada),bc,ca,egg,15,10 to 15 seconds,HBCCUFO CANADIAN REPORT:  Egg shaped object hovering over the south side of the river.,7/16/2003,54.5,-128.583333
51603,6/24/2013 00:15,victoria (canada),bc,ca,sphere,25,25 seconds,Amber Spheres  Over Victoria B&#44C&#44 Canada,7/3/2013,46.216667,-63.483332999999995
51708,6/25/2003 14:30,houston (canada),bc,ca,other,3,approx: 3 seconds,HBCCUFO CANADIAN REPORT:  Round in shape&#44 silver in color traveling very quickly.,9/9/2003,54.4,-126.65
51710,6/25/2003 23:30,dawson creek (canada),bc,ca,light,9,8 or 9 seconds,HBCCUFO CANADIAN REPORT:  Large bight white light travel across the night sky and when it was low in the horizon it stopped.,8/28/2003,55.766667,-120.233333
51754,6/25/2008 00:00,surrey (canada),bc,ca,egg,120,2 minutes,Some guy told me you can call UFO&#39s&#44 I asked him to video it&#44 he did&#44 then I did. (Djice9),3/19/2009,49.13635335,-122.8213433
51859,6/26/1995 16:00,surrey (canada),bc,ca,changing,60.3,1/2 hour,Morphing? Interdimensional Craft - Daylight Sighting,1/17/2004,49.13635335,-122.8213433
52432,6/29/2002 07:05,west vancouver (canada),bc,ca,other,180,2-3 minutes,stingray shaped sphere,7/1/2002,49.25,-123.13333300000001
52451,6/29/2004 19:40,coquitlam (canada),bc,ca,oval,1200,20 minutes,A small flashing oval shaped craft,7/8/2004,49.266667,-122.78333300000001
52792,6/30/1978 21:00,vancouver (canada),bc,ca,formation,5,5 seconds,3 dark objects&#44 size undetermined&#44 in formation at extreme speed.,9/9/2013,49.25,-123.13333300000001
52952,6/30/2000 04:00,kamloops (canada),bc,ca,,45,half hour,Saw ship outside bedroom window&#44 had mole on solarplexis&#44 pulled out 2 yrs later&#44 long string&#44 flushed in toilet,5/12/2010,50.666667,-120.33333300000001
53268,6/30/2013 23:00,victoria (canada),bc,ca,triangle,60,1 minute,3 bright lights sighted rising in the sky then disappearing.,7/3/2013,46.216667,-63.483332999999995
53269,6/30/2013 23:13,chilliwack (canada),bc,ca,triangle,180,3 minutes,3 lights in sky&#44 appear connected and rotating.,7/3/2013,49.166667,-121.95
53333,6/3/2004 02:40,surrey (canada),bc,ca,light,2,seconds,My boyfriend and i  witnessed a bright flash of light followed by a rumble on June 3  ((NUFORC Note:  Dramatic meteor.  PD)),7/8/2004,49.13635335,-122.8213433
53451,6/4/1999 22:30,trail (canada),bc,ca,other,60,approx. 1min,Passed overhead from approx. NE to SW. Seemed about mountain height. Observed for about 1 minute,12/2/2000,49.1,-117.71666699999999
53596,6/5/1998 22:05,kelowna (canada),bc,ca,triangle,1330,22:10,Triangular object seen at night at close range flying over Kelowna British Columbia Canada,8/27/2009,49.9,-119.483333
53619,6/5/2003 01:30,houston (canada),bc,ca,other,180,approx: 3 minutes,HBCCUFO CANADIAN REPORT:  five witnesses watched a huge object move silently and low over the tree line,6/10/2003,54.4,-126.65
54085,6/7/2004 03:40,new westminster (canada),bc,ca,light,300,5 minutes,3 arch shaped lights in New Westminster,6/18/2004,49.216667,-122.91666699999999
54242,6/8/2000 22:15,kelowna (canada),bc,ca,light,15,10-15 secs,Object leaving earth orbit??,12/2/2000,49.9,-119.483333
54631,7/10/1991 00:00,victoria (canada),bc,ca,sphere,900,15min,Then I defiantly saw a melon sized ball of white light pass us traveling faster than I thought possible.,9/2/2005,46.216667,-63.483332999999995
54670,7/10/2000 00:10,new westminster (canada),bc,ca,circle,7200,2 hours,I watched what i thought was a satalite untill it stopped and stared to move eraticly across the sky,7/23/2000,49.216667,-122.91666699999999
54710,7/10/2003 23:00,castlegar (canada),bc,ca,triangle,180,2-3 min,CANADA: 3 faint points of light resembling stars or satilites and forming a triangle,6/4/2004,49.316667,-117.66666699999999
54711,7/10/2003 23:00,winfield (canada),bc,ca,light,120,2 1/2 minutes,HBCCUFO CANADIAN REPORT:  Light came to a complete stop. Film footage of object.,8/28/2003,50.02,-119.41
54922,7/11/2001 21:10,vancouver (canada),bc,ca,fireball,1200,20 minutes,Meteor enters end exits the atmosphere&#33,8/5/2001,49.25,-123.13333300000001
54950,7/11/2004 00:15,lake cowichan (canada),bc,ca,light,1200,aprx. 20.mins.,three friends noticed very very bright lights in the sky&#44 then they flew over us,7/25/2004,48.816667,-124.03333300000001
55091,7/11/2013 10:00,campbell river (canada),bc,ca,oval,30,30 seconds,Oval or almond shaped &#44 white craft &#44  low flying &#44 moderate speed.,7/14/2013,50.016667,-125.25
55299,7/1/1990 14:00,victoria (canada),bc,ca,oval,15,15 seconds,Uh&#44 date is very approximate.  It happened within a year of the summer of 1990.  Event occurred mid-afternoon on a bright&#44 clear summer,10/15/2002,46.216667,-63.483332999999995
55371,7/1/1997 10:30,langley (canada),bc,ca,fireball,900,5-15mins,The object appeared to be a extemly radiant sphere yellow in color.  It hovered then dissapeared suddenly.,12/2/2000,49.1,-122.65
55391,7/1/1999 18:00,burnaby (canada),bc,ca,sphere,60,1 min,I WENT OUT ON MY SUPPER BREAK TO RELAX BY THE RIVER ACROSS THE STREET FROM MY OFFICE BUILDING WITH BINOCULARS IN HAND TO DO SOME BIRD W,12/2/2000,49.25,-122.95
55444,7/1/2001 21:20,victoria (canada),bc,ca,cylinder,1200,approx: 20 minutes,HBCCUFO CANADIAN REPORT:  Tube shaped Object,7/23/2003,46.216667,-63.483332999999995
55887,7/12/2013 22:07,vancouver (canada),bc,ca,light,120,minute,Amber/red right.,7/14/2013,49.25,-123.13333300000001
55951,7/13/2002 01:30,vancouver (canada),bc,ca,fireball,130,2:10,8-15 fireballs seen moving at different speeds&#44 mostly landing (probably) in water&#44 one exploded,7/26/2002,49.25,-123.13333300000001
55964,7/13/2003 03:00,tofino (canada),bc,ca,light,120,2 mins,Light seen speeding back and forth,7/16/2003,49.133333,-125.9
55982,7/13/2004 03:00,victoria (canada),bc,ca,formation,100,100+-sec.,looking southwest at aprx. 80 degrees incl. &#44 sattelite trac &#44 however this one stopped for aprx. 5 seconds then turned bright blue &#44 f,9/29/2004,46.216667,-63.483332999999995
55991,7/13/2004 23:40,vancouver (canada),bc,ca,other,120,2 min,A star-like object moved from the middle of the sky to very end of southeast in 2 minutes,7/25/2004,49.25,-123.13333300000001
56024,7/13/2007 00:45,maple ridge (canada),bc,ca,formation,6,5-6 sec,I saw 3 bright white orbs traveling very quickly and silently across the sky.,8/14/2007,49.25,-122.5
56274,7/14/2004 23:00,richmond (canada),bc,ca,light,120,2 mins,ufo sighting,7/25/2004,45.666667,-72.15
56281,7/14/2005 15:00,nanaimo (canada),bc,ca,circle,900,15 mins,super bright light pulsing and seeming to grow vanishes when i go to get a better look then comes back. the light was very bright,7/15/2005,49.15,-123.91666699999999
56696,7/15/1982 21:00,kelowna (canada),bc,ca,formation,3600,1 hour,Okanagan Triangular UFO&#39s Fly in Formation,2/12/2004,49.9,-119.483333
56773,7/15/1991 23:30,crofton (vancouver island) (canada),bc,ca,formation,15,10-15 secs,My mother says she went out to put the horse in&#44 and she saw a flash&#44 looked up and saw 4 groups of lights flying in formation fly over,2/16/2000,48.866667,-123.65
56799,7/15/1994 23:30,prince george (canada),bc,ca,light,120,minutes/ twice,I was a tree planter going from Prince George to Fort Nelson (the 1st time) in July 1994. The time was between 11:00pm-12:00am. There w,4/28/2001,53.916667,-122.766667
56935,7/15/2000 23:50,vancouver (canada),bc,ca,changing,480,8 min,We noticed an object that at first looked strikingly like a distant comet but then behaved unlike any comet that we know of.,12/2/2000,49.25,-123.13333300000001
57009,7/15/2003 00:00,kelowna (canada),bc,ca,light,180,approx: 3 minutes,HBCCUFO CANADIAN REPORT:  Kelowna&#44 British Columbia - Another Connection To Missing Time Case,10/31/2003,49.9,-119.483333
57050,7/15/2004 16:00,nanaimo (canada),bc,ca,circle,360,5-6 minutes,I saw the mother ship and two small craft flying up to it &#44in broad day light.,11/9/2004,49.15,-123.91666699999999
57054,7/15/2004 21:30,surrey (canada),bc,ca,light,120,2 minutes,Star like moving away at high speed.,7/4/2012,49.13635335,-122.8213433
57231,7/15/2011 22:58,west kelowna (canada),bc,ca,disk,30,30 seconds,I saw a bright UFO fly past the clouds twice.  ((NUFORC Note:  Student report.  PD)),7/17/2011,49.9,-119.483333
