Date,City,State,Country,Type,Seconds,Duration,Description,Date added,Lat,Lon
6/21/2001 02:00,toronto (canada),on,ca,unknown,60,1:00 minute,Low filing object&#44 stopped and hovered&#44 then flew away&#33,8/5/2001,43.666667,-79.416667
6/21/2004 23:15,ladysmith (canada),bc,ca,unknown,120,2 minutes,Fast Star light craft heading south&#44 erratic movement including zig zag&#44 90 degree turns and shar curves,7/8/2004,48.983333,-123.816667
6/21/2006 22:15,truro (canada),ns,ca,unknown,60,1 minute,Strange sight seen over nursing home.,7/16/2006,45.366667,-63.3
6/21/2007 22:21,coquitlam (canada),bc,ca,circle,30,30 seconds,BRIGHT CIRCULAR SHAPED OBJECT IN SKY OVER COQUITLAM,8/7/2007,49.266667,-122.78333300000001
6/21/2007 24:00,edmonton (canada),ab,ca,circle,900,15 minutes,A HUGE U.F.O..,5/15/2013,53.55,-113.5
6/21/2011 19:30,ottawa (canada),on,ca,oval,120,2 mins,a skinny horizontal Oval with two white light segements on each side&#44 taking up the majority of each side.,6/27/2011,45.416667,-75.7
6/21/2012 22:40,hanmer (canada),on,ca,circle,120,2:00,Very large round transparent orb seen by 2 witnesses,7/4/2012,46.65,-80.94
6/21/2013 10:30,oshawa (canada),on,ca,fireball,900,15 minutes,Red fireballs going up&#44 then dwindled into pinkish/red round circulating objects as they directed North,7/14/2013,43.9,-78.866667
6/21/2013 23:00,fredericton (canada),nb,ca,fireball,30,1/2 hour,Several orange yellow fireballs in the sky over Fredericton&#44 then the lights went out&#44 turned black and disappeared.,7/3/2013,45.95,-66.633333
6/2/1997 15:32,windsor (canada),on,ca,disk,300,5 mins,i remember it just being there&#44 it hovered and made NO sound and then i was like scared&#44 i didnt know what it was&#44 and My friend was wi,12/23/2002,45.583333,-72.0
6/2/2002 22:00,welland (canada),on,ca,cigar,120,2 mins,strange things in the sky,6/12/2002,42.983333,-79.25
6/2/2002 23:30,selkirk (canada),mb,ca,triangle,8,4-8 seconds,Three red lights on triangular shapped craft or 3 seperate objects in triangle formation&#33,6/12/2002,62.766667,-137.383333
6/2/2003 01:00,calgary (canada),ab,ca,triangle,30,30 seconds?,Shape shifting object,1/22/2004,51.083333,-114.08333300000001
6/2/2004 02:00,vancouver (canada),bc,ca,,30,30 seconds,the strange lights on our balcony,6/18/2004,49.25,-123.13333300000001
6/2/2006 23:00,winnipeg (canada),mb,ca,circle,10,10 sec,Winnipeg Sighting - North-East Sky -,7/16/2006,49.883333,-97.166667
6/2/2007 01:36,the pas (canada),mb,ca,other,120,2 minutes,T shaped upside down craft Brighter than Venus with pulsating smaller red light near rear In Manitoba.  ((NUFORC Note:  ISS??  PD)),6/12/2007,53.816667,-101.233333
6/2/2011 18:00,st. andrews (canada),nb,ca,sphere,120,2 min,UFO Objects Found,10/10/2011,47.783333,-59.233332999999995
6/2/2012 02:25,miramichi (canada),nb,ca,cylinder,60,1 minute,Advent amateur astronomer witnessed phenomenon,6/5/2012,47.033333,-65.18333299999999
6/2/2013 00:55,morden (canada),mb,ca,light,120,1-2 minutes,A long line of bright orange lights flying low and fast.In clusters of two or three. Silent. No noise. All following the first thre,7/3/2013,45.1,-64.93333299999999
6/22/2000 02:30,toronto (canada),on,ca,circle,15,15sec,fast moving lights,12/2/2000,43.666667,-79.416667
6/22/2000 23:59,toronto (canada),on,ca,circle,60,1 minute,two fast moving objects one shoot out of the atmosphere,12/2/2000,43.666667,-79.416667
6/22/2004 22:30,red deer (canada),ab,ca,light,300,5 min.,It was late June&#44  I was out on the balcony of my apartment which faces East.  I could view the night sky from northeast to southeast.,10/30/2006,52.266667,-113.8
6/22/2004 23:00,toronto (canada),on,ca,other,15,15 seconds,What looked at first like the average satellite made some abrupt turns before resuming its course northward.,7/8/2004,43.666667,-79.416667
6/22/2008 23:00,vancouver (canada),bc,ca,oval,30,30 secs,((HOAX))  i seen 2 ufos,7/5/2008,49.25,-123.13333300000001
6/22/2013 17:45,victoria (canada),bc,ca,circle,600,10 minutes,I was lying in the grass Near the harbour today&#44 It was a sunny day with blue skies above then I noticed one large bright white ball ho,7/3/2013,46.216667,-63.483332999999995
6/22/2013 23:55,timmins (canada),on,ca,sphere,180,2-3 minutes,4 red lights moving south to north&#44 silent.,7/3/2013,48.466667,-81.333333
6/23/1985 04:00,hinton (canada),ab,ca,other,40,40 sec.,Five seperate crafts ziping north in Hinton Alberta,3/21/2003,53.4,-117.58333300000001
6/23/2000 00:30,victoria (canada),bc,ca,unknown,10,10 seconds,Burning ufo,12/2/2000,46.216667,-63.483332999999995
6/23/2003 13:00,yellowknife (canada),nt,ca,cigar,45,45 seconds,cigar shaped craft&#44 motionless&#44  definately not a conventional aircraft,7/16/2003,62.45,-114.35
6/23/2004 00:50,toronto (canada),on,ca,circle,10,10 seconds,My roomate and I were sitting on our patio having a smoke&#44 enjoying the night sky. From above we noticed one large circular craft&#44,6/23/2004,43.666667,-79.416667
6/23/2004 01:00,edmonton (canada),ab,ca,light,7200,2 hours,4 lights gathered together and moved in patterns in the Canadian sky&#44 Edmonton Alberta,6/23/2004,53.55,-113.5
6/23/2004 02:30,london (canada),on,ca,light,300,5 minutes,Star like&#44 rapidly changing colours&#44 pulsating&#44 high speed movement&#44 very high up ((NUFORC Note:  Possible twinkling star?? PD)),7/8/2004,42.983333,-81.25
6/23/2005 16:00,bathurst (canada),nb,ca,light,240,4 min,Clear day&#44 light in sky,7/5/2005,47.6,-65.65
6/23/2006 01:30,hanmer (canada),on,ca,light,420,5-7 mins,Light followed us while walking down the street from my house. We seen a light zigzagin this lasted 90% of the sighting. Suddenly the c,7/16/2006,46.65,-80.94
6/23/2006 22:40,victoria (canada),bc,ca,diamond,120,2 minutes,Big diamond shaped object outlined by white lights gliding through the night sky.,1/12/2012,46.216667,-63.483332999999995
6/23/2007 20:30,montreal (canada),qc,ca,changing,180,2-3 minutes,Black rotating cross witnessed by 6 people above Tufts University Campus.,8/7/2007,45.5,-73.583333
6/23/2012 00:30,ottawa (canada),on,ca,formation,10,5 - 10 seconds,Five or six very faint lights that formed a half-circle,7/4/2012,45.416667,-75.7
6/24/2003 10:20,terrace (canada),bc,ca,egg,15,10 to 15 seconds,HBCCUFO CANADIAN REPORT:  Egg shaped object hovering over the south side of the river.,7/16/2003,54.5,-128.583333
6/24/2008 14:20,winnipeg (canada),mb,ca,unknown,10,10 sek,object moving over Winnipeg Sky,7/5/2008,49.883333,-97.166667
6/24/2009 01:00,wiarton (canada),on,ca,circle,1800,30 minutes,1 craft seemed to steal earths energy to power up its craft.,8/5/2009,44.733333,-81.133333
6/24/2010 18:00,essex (canada),on,ca,sphere,30,30 sec,Saw UFO&#44 photographed UFO  ((NUFORC Note:  Photos not of a genuine UFO&#44 we believe.  One of four reports from same source.  PD)),8/24/2010,42.166667,-82.81666700000001
6/24/2011 21:00,welland (canada),on,ca,sphere,3,3 sec,round dim light size of a o on a keyboard floating fast accross the sky,6/27/2011,42.983333,-79.25
6/24/2012 00:00,gander (canada),nf,ca,oval,240,4 minutes,Grey silhouette moving very fast with a single orange light,7/4/2012,48.95,-54.55
6/24/2012 01:00,thompson (canada),mb,ca,circle,300,5 minutes,Big red firey balls. seen multiple times on different occasion. 2 videos on my phone.,7/4/2012,55.75,-97.866667
6/24/2013 00:15,victoria (canada),bc,ca,sphere,25,25 seconds,Amber Spheres  Over Victoria B&#44C&#44 Canada,7/3/2013,46.216667,-63.483332999999995
6/25/1999 21:15,kenora (sw of&#44 16 mi. on lake of the woods) (canada),on,ca,,1800,20 -30 min,About 9:15pm on June 25&#44 1999 I saw bright green balls coming from the island across from us.  I told my father and he saw thm too.  Th,12/2/2000,49.766667,-94.466667
6/25/1999 21:15,kenora (sw of&#44 16 mi. on lake of the woods) (canada),on,ca,,1800,20 -30 min,At 9:15&#44 My son saw some bright green balls coming from the ground up.  I then also saw them.  At first they came up individually and t,12/2/2000,49.766667,-94.466667
6/25/1999 22:00,ottawa (canada),on,ca,sphere,120,2 minutes,Seen by my brother first. He called me outside to the back yard&#44 then I saw it; a bright light&#44 spherical in shape. I saw it move up (i,12/2/2000,45.416667,-75.7
6/25/2000 00:01,trochu (near) (canada),ab,ca,other,90,90 seconds,Not an fixed or rotary wing aircraft carrying out authorized flight.,12/2/2000,51.833333,-113.233333
6/25/2000 00:45,calgary (canada),ab,ca,unknown,45,45 sec,BRIGHT LIGHT TRACKS FROM WEST TO EAST IN SOLID OVERCAST,7/11/2000,51.083333,-114.08333300000001
6/25/2002 01:01,edmonton (canada),ab,ca,other,10,7-10 seconds,These things moved like nothing I&#44ve ever seen before.,7/1/2002,53.55,-113.5
6/25/2003 01:00,ottawa (canada),on,ca,light,20,20 seconds,I work nights and quite often see things in the sky but usually shrug them off as satellites or high flying planes.This morning at appr,7/16/2003,45.416667,-75.7
6/25/2003 14:30,houston (canada),bc,ca,other,3,approx: 3 seconds,HBCCUFO CANADIAN REPORT:  Round in shape&#44 silver in color traveling very quickly.,9/9/2003,54.4,-126.65
6/25/2003 23:30,dawson creek (canada),bc,ca,light,9,8 or 9 seconds,HBCCUFO CANADIAN REPORT:  Large bight white light travel across the night sky and when it was low in the horizon it stopped.,8/28/2003,55.766667,-120.233333
6/25/2004 01:00,burlington (canada),on,ca,light,15,15seconds,I filmed a star-like object moving very rapidly&#44 in an extremely erratic pattern that included starts&#44 stops and lightning turns.,7/25/2004,43.316667,-79.8
6/25/2007 23:50,dalmeny (canada),sk,ca,light,300,5 minutes,Observed a rapidly moving star-like object -- the object was not a satellite or shooting star.,8/7/2007,52.333333,-106.78333300000001
6/25/2008 00:00,surrey (canada),bc,ca,egg,120,2 minutes,Some guy told me you can call UFO&#39s&#44 I asked him to video it&#44 he did&#44 then I did. (Djice9),3/19/2009,49.13635335,-122.8213433
6/25/2009 23:00,winnipeg (canada),mb,ca,light,480,5-8 minutes,Seeing UFO&#39S in Manitoba.,8/5/2009,49.883333,-97.166667
6/26/1995 16:00,surrey (canada),bc,ca,changing,60.3,1/2 hour,Morphing? Interdimensional Craft - Daylight Sighting,1/17/2004,49.13635335,-122.8213433
6/26/2001 14:45,ottawa (canada),on,ca,changing,35,35sec.,The object appeared to change shape as if made of plazma and was very fast,8/5/2001,45.416667,-75.7
6/26/2004 11:00,toronto (canada),on,ca,light,120,2minutes,The same two objects of light reappeared twice&#44 morning and evening in the same day.,7/8/2004,43.666667,-79.416667
6/26/2004 22:00,acton (canada),on,ca,fireball,120,1-2 minute,3 lights heading east over lake ontario in a formation shape did not burn out  ((NUFORC Note:  Possible NOSS satellites.  PD)),7/8/2004,43.633333,-80.033333
6/26/2004 22:50,toronto (canada),on,ca,fireball,60,1 minute,At Ontario Place&#44 Festival of Fire (Fireworks)&#44 3 craft looking like comets traveled horizontally across the sky in a minute.,7/8/2004,43.666667,-79.416667
6/26/2004 23:00,windsor (canada),on,ca,fireball,30,30 seconds,shooting stars? space junk? MIRVs? What was that UFO? ((NUFORC Note:  Possible sighting of re-entering space debris.  PD)),7/8/2004,45.583333,-72.0
6/26/2010 22:55,saint john (canada),nb,ca,sphere,240,4 minutes,Strange sphere passing through night sky,7/28/2010,45.266667,-66.06666700000001
6/26/2012 23:10,winnipeg (canada),mb,ca,fireball,180,3 minutes,7 orange orbs traveling silently across the sky - first 2 which disappeared and then followed by 5 more flying in formation.,7/4/2012,49.883333,-97.166667
6/26/2013 22:45,london (canada),on,ca,fireball,600,10 minutes,Orange spheres (19) moving without sound over old north London (Ontario) seen by 2 people,7/3/2013,42.983333,-81.25
6/26/2013 23:00,kanata (canada),on,ca,circle,60,? witnessed for about 1 m,Fireball in the Ottawa area night sky&#44 26JUN&#3913&#44 off toward East.,7/3/2013,45.333333,-75.9
6/27/1996 23:40,aylmer (canada),pq,ca,formation,15,15 seconds,Three lights flying in a perfect triange formation. There was absolutely no sound.,8/28/2003,45.4,-75.85
6/27/2003 23:10,toronto (canada),on,ca,unknown,7,5-7 seconds,I saw a black/ grey object moving in the night sky.It was really hard to see because of the objects color set against the background of,7/8/2004,43.666667,-79.416667
6/27/2004 01:45,toronto (canada),on,ca,changing,1200,15-20 minutes,One ball of light splitting into five and back to one again. This continued at a very fast pace&#44 almost like a pulse. They appeared to,7/8/2004,43.666667,-79.416667
6/27/2007 03:00,halifax (canada),ns,ca,cigar,480,8 min,neon green&#44 disappears and reappears,8/7/2007,44.65,-63.6
6/28/2000 15:50,sherwood park (canada),ab,ca,circle,600,3:50-4:00,Big round object&#44 glowing yellow with green/red background behind&#44 moving in horizontal wavy motions in west sky .,7/1/2002,53.516667,-113.316667
6/28/2004 17:00,saskatoon (canada),sk,ca,sphere,180,3 minutes,2 sightings in daylight,7/8/2004,52.133333,-106.66666699999999
6/28/2005 03:30,mississauga (canada),on,ca,light,600,10 minutes,Five white lights seen in Southern Ontario sky,9/2/2005,43.15,-79.5
6/28/2008 22:30,saskatoon (canada),sk,ca,chevron,3,3 seconds,Blueish white light which appeared to &#39cloak itself&#39.,7/5/2008,52.133333,-106.66666699999999
6/28/2013 13:20,calgary (canada),ab,ca,sphere,300,5 minutes,Very high silver sphere moving very slowly beside the sun during the day (around 20 people watching with me).,7/3/2013,51.083333,-114.08333300000001
6/29/2002 07:05,west vancouver (canada),bc,ca,other,180,2-3 minutes,stingray shaped sphere,7/1/2002,49.25,-123.13333300000001
6/29/2004 19:40,coquitlam (canada),bc,ca,oval,1200,20 minutes,A small flashing oval shaped craft,7/8/2004,49.266667,-122.78333300000001
6/29/2005 23:04,guelph (canada),on,ca,circle,90,1.5 minutes,My wife spotted an object moving across the sky and pointed it out to me.We watched a pale orangey-yellow circle travel from east t,7/5/2005,43.55,-80.25
6/29/2007 03:00,markham (canada),on,ca,light,300,about 5 minutes,white star shaped light moving around in the sky at speeds too slow to be a plane or moving star.,8/7/2007,43.866667,-79.266667
6/29/2007 22:15,hamilton (canada),on,ca,light,6,6 seconds,Fast moving flash of light.,8/7/2007,43.25,-79.833333
6/29/2010 23:20,forest (canada),on,ca,circle,6,a couple hours,Bright orb seen over Lake Huron from cottage near Forest&#44 ON,7/6/2010,43.1,-82.0
6/29/2012 22:30,kingsville (canada),on,ca,fireball,60,1 minute,2 fireball type objects flying west to east over Lake Erie.,7/4/2012,42.033333,-82.75
6/29/2012 23:30,shell lake (near) (canada),sk,ca,sphere,10,10 seconds,One glowing orb appeared just above a nearby treeline&#44 changed direction&#44 then moved quickly away.,7/4/2012,53.3,-107.05
6/29/2013 22:20,dunnville (canada),on,ca,light,360,6 minutes,Three &quot;large&quot; bright red lights traveling in a southern direction at about 2 minutes intervals.,7/3/2013,42.9,-79.616667
6/29/2013 23:00,winnipeg (canada),mb,ca,sphere,300,5 minutes,Two red/orange lights&#44 one went out and went it passed over head I could see one red light and a much bigger grey cirular object.,7/3/2013,49.883333,-97.166667
6/30/1966 15:00,portage la prairie (canada),mb,ca,disk,600,about 10 minutes,I was a non-believer in UFOs. However&#44 after being a witness to a sighting&#44 count me as a believer&#33,4/16/2005,49.966667,-98.3
6/30/1972 00:00,gagetown (army base) (canada),nb,ca,disk,900,15 minutes,SIGHTING UFO NEAR ARMY BASE&#33 NOT HELICOPTERS BUT FLYING SAUCERS&#33,3/13/2012,45.766667,-66.15
6/30/1975 07:00,carleton (canada),qc,ca,disk,60,1:00,silver metalic,6/9/2009,46.25,-63.666667000000004
6/30/1977 15:30,newmarket (canada),on,ca,disk,21600,afternoon,5 min. close stationary UFO sighting by my mother&#44 sister and myself . Several same day News worthy sightings w/ several witnesses,11/21/2010,44.05,-79.45
6/30/1978 21:00,vancouver (canada),bc,ca,formation,5,5 seconds,3 dark objects&#44 size undetermined&#44 in formation at extreme speed.,9/9/2013,49.25,-123.13333300000001
6/30/1997 20:22,port perry (canada),on,ca,light,3600,1 hour,UFO Air Show?,1/10/2009,44.1,-78.93333299999999
6/30/1999 06:00,hinton (canada),ab,ca,other,3600,1 hour,Looks like a bright light in the night sky.((NUFORC Note:  We are experiencing difficulty obtaining detailed information.  PD)),2/8/2011,53.4,-117.58333300000001
6/30/1999 22:50,lethbridge (northwest of about 12 miles) (canada),ab,ca,oval,300,five minutes,While driving home from work I saw what I first thought was a blue pulsing police roof light; on second look I realized it was much too,12/2/2000,48.366667,-53.86666700000001
6/30/2000 04:00,kamloops (canada),bc,ca,,45,half hour,Saw ship outside bedroom window&#44 had mole on solarplexis&#44 pulled out 2 yrs later&#44 long string&#44 flushed in toilet,5/12/2010,50.666667,-120.33333300000001
6/30/2001 19:00,st. thomas (canada),on,ca,formation,300,5 min.,This big ship had 90 smaller ships surrouding it for protection.,12/12/2011,42.783333,-81.18333299999999
6/30/2002 00:30,huntsville (canada),on,ca,flash,20,20 seconds,Extremely fast&#44 bright&#44 low altitude object instantaneously changes directions at angles of less than 90 degrees.,7/26/2002,45.333333,-79.216667
6/30/2002 22:30,saint john (canada),nb,ca,light,7200,2hrs,it looked like a very fast moving tiny star very high &#44 very high. it did not leave a trail of light it did not land or fade.,7/26/2002,45.266667,-66.06666700000001
6/30/2003 23:15,hamilton (canada),on,ca,flash,2,2 seconds,Bright white flash lasting only 2 seconds.,7/16/2003,43.25,-79.833333
6/30/2005 03:00,montreal (canada),qc,ca,circle,240,~4 mins.,One of my friends was looking at the stars and noticed that one of them seemed to be moving pretty fast&#8230; ((Possible Iridium flash??)),9/2/2005,45.5,-73.583333
6/30/2007 23:30,vaudreuil (canada),qc,ca,light,8,8 seconds,Unidentified Aerial red&#44blue&#44green lights seen in a cloud over Vaudreuil&#44Quebec near Montreal,8/7/2007,45.4,-74.033333
6/30/2009 23:59,kingston (canada),on,ca,unknown,50,50 seconds,Object appears as flash of light in south sky&#44 turns into rotating red light above Kingston Ontario,8/5/2009,44.233333,-76.483333
6/30/2012 01:30,bridgewater (canada),ns,ca,light,10,10 seconds,Bright light in the Sky.,2/28/2013,44.366667,-64.516667
6/30/2012 22:37,milton (canada),on,ca,light,180,3 minutes,Object seen in night sky in Milton&#44 Ontario&#44 travelling in multiple directions.,7/4/2012,46.3,-63.216667
6/30/2013 22:00,innisfail (canada),ab,ca,light,240,4 minutes,Two bright objects starting as what looked like one stationary dim round light. It started to move across the sky and then a second one,8/30/2013,52.033333,-113.95
6/30/2013 23:00,victoria (canada),bc,ca,triangle,60,1 minute,3 bright lights sighted rising in the sky then disappearing.,7/3/2013,46.216667,-63.483332999999995
6/30/2013 23:13,chilliwack (canada),bc,ca,triangle,180,3 minutes,3 lights in sky&#44 appear connected and rotating.,7/3/2013,49.166667,-121.95
6/3/2002 03:20,brantford (canada),on,ca,circle,20,20 secs,At 3:20am June 3rd a very bright object travelling slowly southwest just south of URSA Major was seen for 20 seconds,6/12/2002,43.133333,-80.266667
6/3/2003 02:00,cambridge (canada),on,ca,triangle,180,about three minutes,Two triangles with lights,6/10/2003,43.383333,-80.31666700000001
6/3/2004 02:40,surrey (canada),bc,ca,light,2,seconds,My boyfriend and i  witnessed a bright flash of light followed by a rumble on June 3  ((NUFORC Note:  Dramatic meteor.  PD)),7/8/2004,49.13635335,-122.8213433
6/3/2004 07:50,whitby (canada),on,ca,disk,10,10 seconds,Saw the craft flying horizontally&#44 it then climbed and disapeared.,6/4/2004,43.866667,-78.93333299999999
6/3/2006 15:00,toronto (canada),on,ca,cigar,120,2 mns,drug capsule shaped object seen over toronto,7/16/2006,43.666667,-79.416667
6/3/2010 23:30,ottawa (canada),on,ca,other,82800000,23000hrs,((HOAX??))  I was out in a field near mil&#44 base heard a sounds &amp; it sounded like a motor starting up.,7/6/2010,45.416667,-75.7
6/3/2011 20:25,harrow (canada),on,ca,changing,300,5 minutes,My wife notice 3 lights moving in a strange fast manner. I ran in our house and grabbbed my Camcorder and got 13 seconds of digital tap,6/12/2011,42.033333,-82.916667
6/3/2011 22:50,montreal (canada),qc,ca,light,30,30 seconds,2 lights (white or yellow...)  side by side flying very fast a low altitude&#44 no sound.,6/12/2011,45.5,-73.583333
6/3/2013 22:23,oshawa (canada),on,ca,light,300,5 minutes,Three Low-Slow Bright White.  Single Lights.,7/3/2013,43.9,-78.866667
6/4/1999 22:30,trail (canada),bc,ca,other,60,approx. 1min,Passed overhead from approx. NE to SW. Seemed about mountain height. Observed for about 1 minute,12/2/2000,49.1,-117.71666699999999
6/5/1998 22:05,kelowna (canada),bc,ca,triangle,1330,22:10,Triangular object seen at night at close range flying over Kelowna British Columbia Canada,8/27/2009,49.9,-119.483333
6/5/2003 01:30,houston (canada),bc,ca,other,180,approx: 3 minutes,HBCCUFO CANADIAN REPORT:  five witnesses watched a huge object move silently and low over the tree line,6/10/2003,54.4,-126.65
6/5/2004 23:53,ottawa (canada),on,ca,fireball,1.2,1.5 - 2 seconds,Bright object see moving over Ottawa&#44 Ontario; it &#39flared&#39 three times during the brief sighting by three witnesses.,6/18/2004,45.416667,-75.7
6/5/2007 21:50,mississauga (canada),on,ca,light,1200,20 minutes,strange bright lights moving and flashing behind the cloud,6/12/2007,43.15,-79.5
6/5/2007 22:00,brantford (canada),on,ca,triangle,120,1-2 minutes,Large red triangle shaped object traveling through night sky and was very clear night,6/12/2008,43.133333,-80.266667
6/5/2011 21:00,hamilton (canada),on,ca,circle,600,10 min,Bright orange&#44 round&#44 fast&#44 and silent object.  Like nothing I have ever seen.,6/12/2011,43.25,-79.833333
6/5/2013 00:21,canmore (canada),ab,ca,circle,180,3 minutes,Black disk shaped object moved across the night sky with 3 bright white central lights and visible outer halo/aura,7/3/2013,51.1,-115.35
6/5/2013 01:00,toronto (canada),on,ca,cylinder,3600,1 hour,Really really bizarre,7/3/2013,43.666667,-79.416667
6/5/2013 05:45,mississauga (canada),on,ca,unknown,30,30 seconds,White lights in the morning sky over Lake Ontario.,7/3/2013,43.15,-79.5
6/6/1963 16:00,calgary (east of) (canada),ab,ca,cigar,120,several minutes,I noticed a long silvery cigar shaped object,6/4/2004,51.083333,-114.08333300000001
6/6/1973 22:00,north bay (canada),on,ca,cylinder,180,2-3 minutes,glowing red cylinder flying northeast observed for about three minutes at night,2/5/2003,46.3,-79.45
6/6/1986 13:00,toronto (canada),on,ca,cigar,120,2 minutes,White glowing Cigar shapped object (not moving).,2/14/2008,43.666667,-79.416667
6/6/2002 23:10,simcoe (canada),on,ca,unknown,2,2 seconds,About 11:10 pm on June 6&#44 I stepped out onto my west facing balcony and looked up into the night sky.A streak of greenish light mov,7/1/2002,42.833333,-80.3
6/6/2002 23:25,aurora (canada),on,ca,egg,15,15 seconds,greenish white egg shaped light in the sky&#44 moving towards the ground.,6/12/2002,44,-79.466667
6/6/2004 23:00,brockville (canada),on,ca,light,180,3 minutes,bright light in western sky doubles in size and intensity&#44 changes direction and disappears.,6/18/2004,44.583333,-75.68333299999999
6/6/2006 20:00,woodstock (canada),nb,ca,disk,600,10 min,NOTICED OBJECTS IN  PICTURES.,7/16/2006,43.133333,-80.75
6/6/2007 03:30,edmonton (canada),ab,ca,unknown,15,10 - 15 seconds,intensely bright&#44 unmoving object suddenly goes dim,8/7/2007,53.55,-113.5
6/6/2012 23:35,taber (canada),ab,ca,fireball,120,2 minutes,Bright white ball of light observed moving in southern Alberta skies.,6/20/2012,49.783333,-112.15
6/7/2004 03:40,new westminster (canada),bc,ca,light,300,5 minutes,3 arch shaped lights in New Westminster,6/18/2004,49.216667,-122.91666699999999
6/7/2005 13:00,peterborough (canada),on,ca,oval,1800,30 min,Small white dots in sky.,6/20/2005,44.3,-78.333333
6/7/2010 22:45,stratford (canada),on,ca,fireball,4,3 or 4 seconds,Red fireball that flew over the entire night sky- In a matter of 4 seconds.,6/10/2010,46.22,-63.1
6/7/2013 23:30,brantford (canada),on,ca,fireball,120,2 minutes,Me and friend saw 4 orange round shaped&#44 what looked like fireballs in the sky. They hovered for about 2 mins then disappeared behind c,7/14/2013,43.133333,-80.266667
6/8/1998 04:00,winnipeg (canada),mb,ca,disk,600,10 minutes,at 4 am by a military airport a circular object with 5 flashing white lights was watched for 10 min fly across sky then disappear,9/1/2004,49.883333,-97.166667
6/8/2000 22:15,kelowna (canada),bc,ca,light,15,10-15 secs,Object leaving earth orbit??,12/2/2000,49.9,-119.483333
6/8/2006 03:15,elora (canada),on,ca,circle,30,30 seconds,big object gone in matter of seconds,7/16/2006,43.683333,-80.43333299999999
6/9/1975 22:00,st. george (canada),on,ca,disk,120,2 minutes,our neighbour was walking from the barn to the house when a flying saucer  with many colored lights suddenly hovered about 50 feet dire,6/18/2004,48.433333,-58.5
6/9/2007 18:00,montreal (canada),qc,ca,other,1,1 second,UFO caught during a photoshoot,6/12/2007,45.5,-73.583333
6/9/2007 20:30,montreal (canada),qc,ca,disk,420,6-7min,another silver disk,6/12/2007,45.5,-73.583333
6/9/2012 22:20,pierrefonds (canada),qc,ca,triangle,25,25 seconds,Slowly passed over our home&#44 slightly above the trees&#44 no sounds&#44 only orange colored light at each tip of the triangle shape&#44 black mi,6/14/2012,45.466667,-73.883333
6/9/2013 00:00,oakville (canada),on,ca,light,120,2 minutes,Brilliant orange light or chinese lantern at or less than 1000 ft moving east to west across Oakville&#44 Ontario midnight&#44 June 9th 2013,7/3/2013,43.433333,-79.666667
6/9/2013 23:00,brooks (canada),ab,ca,sphere,90,1:30,We thought it&#39s a Star but it is a moving Star. spinning&#44 fast&#44 slow&#44 stop&#44 wavy moving look like star,7/3/2013,50.566667,-111.9
7/10/1966 23:00,collingwood (canada),on,ca,other,60,1 minute,I was 13 years old spending my summer vacation from school at my Parents cottage in a remote area south of Collingwood&#44 Ontario Canada.,4/27/2004,44.5,-80.216667
7/10/1975 23:45,dartmouth (canada),ns,ca,sphere,240,3-4 minutes,Orange Glowing Balls,1/29/2002,44.666667,-63.566667
7/10/1991 00:00,victoria (canada),bc,ca,sphere,900,15min,Then I defiantly saw a melon sized ball of white light pass us traveling faster than I thought possible.,9/2/2005,46.216667,-63.483332999999995
7/10/1994 21:30,kingston (near) (canada),on,ca,circle,300,5 mins,hovering craft,8/16/2002,44.233333,-76.483333
7/10/2000 00:10,new westminster (canada),bc,ca,circle,7200,2 hours,I watched what i thought was a satalite untill it stopped and stared to move eraticly across the sky,7/23/2000,49.216667,-122.91666699999999
7/10/2003 23:00,castlegar (canada),bc,ca,triangle,180,2-3 min,CANADA: 3 faint points of light resembling stars or satilites and forming a triangle,6/4/2004,49.316667,-117.66666699999999
7/10/2003 23:00,winfield (canada),bc,ca,light,120,2 1/2 minutes,HBCCUFO CANADIAN REPORT:  Light came to a complete stop. Film footage of object.,8/28/2003,50.02,-119.41
7/10/2006 00:00,oshawa (canada),on,ca,light,60,60 seconds,Hovering lights over Oshawa Airport,10/30/2006,43.9,-78.866667
7/10/2010 13:30,montreal (canada),qc,ca,changing,15,10-15 seconds,Strange shapeshifting cloud like UFO.,8/7/2011,45.5,-73.583333
7/10/2010 23:00,hanover (canada),on,ca,light,8,8 seconds,3 fast moving lights in the shape of a triangle.,7/19/2010,44.15,-81.033333
7/10/2010 23:15,halifax (canada),ns,ca,other,600,aprx. 5 - 10 mins,Green line in the sky shaped as a straight line,8/24/2010,44.65,-63.6
7/10/2013 22:00,london (canada),on,ca,light,900,15 minutes,6 orange bright lights,7/14/2013,42.983333,-81.25
7/10/2013 22:00,london (canada),on,ca,light,900,15 minutes,6 orange lights seen by 2 people,7/14/2013,42.983333,-81.25
7/10/2013 22:20,scarborough (canada),on,ca,oval,10,10 seconds,This object was small in size &#44 it had bright glowing lights &#44 it was very close to me . It scared me.,7/14/2013,43.75,-79.2
7/11/2001 21:10,vancouver (canada),bc,ca,fireball,1200,20 minutes,Meteor enters end exits the atmosphere&#33,8/5/2001,49.25,-123.13333300000001
7/11/2001 22:00,ottawa (canada),on,ca,light,3,3 seconds,Big bright green light falling from the sky in an arc.... then disappearing,7/16/2003,45.416667,-75.7
